precursor	mirbase_id	chr	strand	start	end	type	intron_exon_pos	orientation_to_host	distance_upstream_exon	exp_mature	host_symbol	host_start	host_end	host_strand	Cerebellum	Heart	Testis	Brain	Kidney
hsa-mir-3190	MI0014235	chr19	+	47730199	47730278	intronic	1	antisense	5494	hsa-miR-3190-3p	BBC3	47724079	47736023	-	0.22	0.24	0.39	0	0
hsa-mir-4304	MI0015832	chr12	-	123495214	123495275	intronic	4	sense	1885	none	PITPNM2	123468027	123594975	-	0	0	0	0	0
hsa-mir-1181	MI0006274	chr19	-	10514134	10514214	exonic	1	sense	0	none	CDC37	10501809	10514271	-	0	0	0	0	0
hsa-mir-548v	MI0014174	chr8	-	17539087	17539166	intronic	6	sense	2671	hsa-miR-548v	MTUS1	17501303	17658426	-	0	0.24	0.39	0	0
hsa-mir-9-1	MI0000466	chr1	-	156390133	156390221	intronic	2	sense	6369	hsa-miR-9-3p	C1orf61	156374055	156399184	-	4.46	15.23	26.8	211.32	14.1
hsa-mir-103a-2	MI0000108	chr20	+	3898141	3898218	intronic	5	sense	444	hsa-miR-103a-2-5p	PANK2	3869486	3904502	+	0.22	0.24	4.34	0.32	0.71
hsa-mir-548e	MI0006344	chr10	+	112748684	112748771	intronic	1	sense	23865	hsa-miR-548e-3p	SHOC2	112679301	112773425	+	0	6.42	3.94	0.63	4.46
hsa-mir-637	MI0003652	chr19	-	3961412	3961510	intronic	5	sense	2131	none	DAPK3	3958452	3969826	-	0	0	0	0	0
hsa-mir-4640	MI0017267	chr6	+	30858660	30858749	intronic	5	sense	1453	hsa-miR-4640-3p	DDR1	2145963	2162051	+	0	0	0	0.48	0
hsa-mir-4646	MI0017273	chr6	-	31668806	31668868	intronic	3	sense	183	hsa-miR-4646-3p	ABHD16A	3164345	3180755	-	0.22	0	0	0	0
hsa-mir-3921	MI0016428	chr3	-	99683158	99683242	intronic	1	sense	149655	none	FILIP1L	99551988	99833349	-	0	0	0	0	0
hsa-mir-1470	MI0007075	chr19	+	15560359	15560419	intronic	1	antisense	190	none	WIZ	15532318	15560762	-	0	0	0	0	0
hsa-mir-6858	MI0022704	chrX	+	153678668	153678734	intronic	12	sense	1	hsa-miR-6858-3p	FAM50A	153672473	153679002	+	0	0	0	0.16	0
hsa-mir-6892	MI0022739	chr7	+	143079779	143079893	intronic	4	sense	1	hsa-miR-6892-5p	ZYX	143078360	143088206	+	1.56	0.71	0	2.7	0
hsa-mir-762	MI0003892	chr16	+	30905224	30905306	exonic	1	antisense	0	none	BCL7C	30899116	30905399	-	0	0	0	0	0
hsa-mir-4700	MI0017333	chr12	+	121160996	121161069	exonic	5	sense	0	hsa-miR-4700-3p	UNC119B	121147831	121161443	+	0	0	0.39	0	0
hsa-mir-324	MI0000813	chr17	-	7126616	7126698	intronic	11	antisense	60	hsa-miR-324-5p	ACADVL	7120444	7128586	+	30.74	8.56	8.28	22.85	6.6
hsa-mir-8064	MI0025900	chr3	-	52880479	52880568	intronic	4	sense	3240	none	TMEM110	52870772	52931597	-	0	0	0	0	0
hsa-mir-4775	MI0017418	chr2	+	208619531	208619605	exonic	8	sense	0	hsa-miR-4775	CCNYL1	208576264	208620896	+	0	0.24	0	0	0.18
hsa-mir-483	MI0002467	chr11	-	2155364	2155439	intronic	3	sense	1158	hsa-miR-483-3p	IGF2	2150347	2170833	-	0	0.71	0.39	0	0.18
hsa-mir-26a-1	MI0000083	chr3	+	38010895	38010971	intronic	4	sense	1522	hsa-miR-26a-1-3p	CTDSPL	37903669	38025960	+	0	0.95	0.39	0.63	0.18
hsa-mir-6804	MI0022649	chr19	-	55742253	55742320	intronic	21	sense	458	hsa-miR-6804-5p	PPP6R1	55741147	55770038	-	0.89	0	0	0.16	0
hsa-mir-7112-2	MI0026414	chr8	-	145486629	145486693	intronic	13	sense	149	hsa-miR-7112-3p	BOP1	145486056	145515120	-	0	0	0	0.32	0
hsa-mir-2681	MI0012062	chr13	-	102619992	102620096	intronic	1	sense	433725	hsa-miR-2681-3p	FGF14	102373205	103054124	-	2.23	0.24	0	0	0
hsa-mir-4646	MI0017273	chr6	-	31668806	31668868	intronic	3	sense	183	hsa-miR-4646-3p	ABHD16A	2940298	2956709	-	0.22	0	0	0	0
hsa-mir-3621	MI0016012	chr9	-	140063638	140063722	intronic	1	sense	1	none	LRRC26	140063212	140064491	-	0	0	0	0	0
hsa-mir-885	MI0005560	chr3	-	10436173	10436246	intronic	5	sense	6391	hsa-miR-885-3p	ATP2B2	10365707	10547268	-	15.37	0	0	5.08	0
hsa-mir-6772	MI0022617	chr16	-	57806201	57806264	intronic	2	sense	22647	hsa-miR-6772-3p	KIFC3	57792129	57836439	-	0	0	0	0.32	0.18
hsa-mir-6784	MI0022629	chr17	-	43191735	43191801	intronic	10	sense	661	none	PLCD3	43189008	43209891	-	0	0	0	0	0
hsa-mir-484	MI0002468	chr16	+	15737151	15737229	exonic	1	sense	0	hsa-miR-484	NDE1	15737124	15820208	+	243.94	39.49	15.76	50.77	13.74
hsa-mir-4524a	MI0016891	chr17	-	67095705	67095773	intronic	22	sense	1165	hsa-miR-4524a-3p	ABCA6	67074847	67138015	-	0	0.24	0.39	0	0
hsa-mir-548o-2	MI0016746	chr20	+	37145206	37145275	intronic	7	sense	193	hsa-miR-548o-3p	RALGAPB	37101486	37207504	+	1.11	3.09	3.55	2.22	1.78
hsa-mir-6780a	MI0022625	chr17	-	40860102	40860169	intronic	14	sense	725	none	EZH1	40852293	40897071	-	0	0	0	0	0
hsa-mir-548s	MI0014141	chr2	+	11907570	11907651	intronic	3	sense	1711	hsa-miR-548s	LPIN1	11817705	11967533	+	0	0.24	0	0.16	0
hsa-mir-3151	MI0014178	chr8	+	104166842	104166917	intronic	1	sense	13557	none	BAALC	104152921	104242533	+	0	0	0	0	0
hsa-mir-4528	MI0016895	chr18	+	50763471	50763560	intronic	12	sense	21504	none	DCC	49866542	51062273	+	0	0	0	0	0
hsa-mir-3170	MI0014201	chr13	+	98860778	98860854	intronic	1	sense	65032	hsa-miR-3170	FARP1	98795434	99102023	+	0	0	0	0.48	1.61
hsa-mir-8082	MI0025918	chr4	+	114073438	114073518	intronic	1	sense	102470	none	ANK2	113739239	114304896	+	0	0	0	0	0
hsa-mir-569	MI0003576	chr3	-	170824453	170824548	intronic	19	sense	1306	none	TNIK	170780292	171178197	-	0	0	0	0	0
hsa-mir-5591	MI0019151	chr4	+	39413530	39413594	intronic	1	sense	4136	none	KLB	39408473	39453153	+	0	0	0	0	0
hsa-mir-4666b	MI0019299	chrX	+	29592395	29592475	intronic	5	sense	174970	none	IL1RAPL1	28605681	29974017	+	0	0	0	0	0
hsa-mir-548z	MI0016688	chr12	-	65016289	65016385	intronic	1	antisense	11766	none	RASSF3	65004293	65091347	+	0	0	0	0	0
hsa-mir-3140	MI0014163	chr4	-	153410479	153410568	intronic	2	sense	45525	hsa-miR-3140-3p	FBXW7	153242410	153456393	-	0.22	0	0	0	0
hsa-mir-3923	MI0016430	chr3	+	79557037	79557119	intronic	2	antisense	81855	hsa-miR-3923	ROBO1	78646388	79817059	-	0.22	0	9.46	0	0
hsa-mir-3117	MI0014130	chr1	+	67094123	67094200	intronic	2	sense	2530	hsa-miR-3117-5p	SGIP1	66999825	67210768	+	0	0	0.39	0	0
hsa-mir-338	MI0000814	chr17	-	79099683	79099749	intronic	7	sense	478	hsa-miR-338-5p	AATK	79091096	79139872	-	1.78	0.24	0	3.49	0
hsa-mir-103b-1	MI0007261	chr5	+	167987909	167987970	intronic	5	antisense	428	none	PANK3	167982628	168006614	-	0	0	0	0	0
hsa-mir-584	MI0003591	chr5	-	148441876	148441972	intronic	1	sense	562	hsa-miR-584-5p	SH3TC2	148361713	148442737	-	5.79	2.14	5.52	27.13	0.54
hsa-mir-4282	MI0015890	chr6	-	73677410	73677476	intronic	1	antisense	345095	none	KCNQ5	73331571	73908573	+	0	0	0	0	0
hsa-mir-6887	MI0022734	chr19	+	35613604	35613668	intronic	7	sense	1455	none	FXYD3	35606732	35615228	+	0	0	0	0	0
hsa-mir-4748	MI0017387	chr19	+	10890930	10891011	intronic	5	sense	3038	none	DNM2	10828729	10942586	+	0	0	0	0	0
hsa-mir-6818	MI0022663	chr22	+	30403038	30403102	intronic	9	sense	4056	none	MTMR3	30279158	30426857	+	0	0	0	0	0
hsa-mir-6851	MI0022697	chr9	-	33467867	33467933	intronic	11	sense	95	hsa-miR-6851-3p	NOL6	33461351	33473941	-	0.45	0	0	0	0
hsa-mir-128-1	MI0000447	chr2	+	136422967	136423048	intronic	18	sense	4004	hsa-miR-128-3p	R3HDM1	136289083	136482839	+	1509.08	30.69	68.18	1200.47	42.12
hsa-mir-1273h	MI0025512	chr16	+	24214437	24214552	intronic	16	sense	11886	none	PRKCB	23847300	24231932	+	0	0	0	0	0
hsa-mir-5006	MI0017873	chr13	-	42142422	42142531	exonic	45	sense	0	hsa-miR-5006-5p	VWA8	42140961	42535221	-	0.22	0	0	0	0
hsa-mir-4755	MI0017395	chr20	+	32636925	32636996	intronic	2	sense	17515	none	RALY	32581458	32670991	+	0	0	0	0	0
hsa-mir-4796	MI0017443	chr3	-	114462292	114462372	intronic	5	sense	187	none	ZBTB20	114056947	114866127	-	0	0	0	0	0
hsa-mir-548ar	MI0019131	chr13	+	115009980	115010036	intronic	8	sense	516	hsa-miR-548ar-3p	CDC16	115000362	115038150	+	0	5.71	0.79	0	0.36
hsa-let-7g	MI0000433	chr3	-	52302294	52302377	intronic	2	sense	2351	hsa-let-7g-5p	WDR82	52288438	52312659	-	18293.4	14994	9353.67	10006.1	8182.96
hsa-mir-3911	MI0016415	chr9	-	130452966	130453074	exonic	20	antisense	0	hsa-miR-3911	STXBP1	130374486	130454995	+	0	0	0	0.16	0
hsa-mir-4649	MI0017276	chr7	+	44150448	44150511	intronic	12	sense	40	hsa-miR-4649-3p	AEBP1	44143960	44154159	+	0	0	0	0.16	0
hsa-mir-1825	MI0008193	chr20	+	30825598	30825650	exonic	7	sense	0	none	POFUT1	30795696	30826467	+	0	0	0	0	0
hsa-mir-4782	MI0017427	chr2	-	114478867	114478945	intronic	13	sense	1736	hsa-miR-4782-3p	SLC35F5	114471933	114514400	-	0.22	0	0	0	0
hsa-mir-548f-5	MI0006378	chrX	-	32659591	32659676	intronic	11	sense	2573	none	DMD	31137345	33357726	-	0	0	0	0	0
hsa-mir-3690-2	MI0023561	chrY	+	1362811	1362885	intronic	7	sense	3409	hsa-miR-3690	CSF2RA	1387693	1428828	+	0.89	1.67	0.39	0.63	1.25
hsa-mir-1294	MI0006356	chr5	+	153726666	153726807	intronic	4	sense	17368	hsa-miR-1294	GALNT10	153570295	153800543	+	0	0	0.39	0.32	0
hsa-mir-4258	MI0015857	chr1	+	154948169	154948259	intronic	1	sense	889	none	CKS1B	154947118	154951725	+	0	0	0	0	0
hsa-mir-4321	MI0015852	chr19	+	2250638	2250717	exonic	3	sense	0	none	AMH	2249113	2252072	+	0	0	0	0	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-3p	ABCF1	1887242	1907381	+	0.45	0	0	0.32	0
hsa-mir-548l	MI0006361	chr11	-	94199661	94199746	intronic	10	sense	1233	hsa-miR-548l	MRE11A	94150469	94227040	-	0.45	0.24	0	0.48	0.18
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-3p	ABCF1	1921024	1941163	+	0.45	0	0	0.32	0
hsa-mir-4650-2	MI0017278	chr7	+	72162874	72162949	intronic	9	antisense	15630	none	TYW1B	72023729	72298813	-	0	0	0	0	0
hsa-mir-6801	MI0022646	chr19	+	52725273	52725351	intronic	12	sense	887	hsa-miR-6801-5p	PPP2R1A	52693055	52729678	+	0	0	0	0.16	0
hsa-mir-1200	MI0006332	chr7	-	36958962	36959037	intronic	16	sense	93867	none	ELMO1	36892511	37488895	-	0	0	0	0	0
hsa-mir-6742	MI0022587	chr1	-	228584749	228584810	intronic	4	sense	34	hsa-miR-6742-3p	TRIM11	228581377	228594517	-	0.22	0	0	0.16	0
hsa-mir-4700	MI0017333	chr12	+	121160996	121161069	exonic	5	sense	0	hsa-miR-4700-5p	UNC119B	121147831	121161443	+	0	0.24	1.18	0.16	0
hsa-mir-6800	MI0022645	chr19	+	50335275	50335356	exonic	11	sense	0	hsa-miR-6800-5p	MED25	50321536	50340237	+	0	0	0	0.16	0
hsa-mir-5009	MI0017877	chr15	-	90427163	90427262	intronic	3	sense	4491	hsa-miR-5009-5p	AP3S2	90373831	90437617	-	0.22	0.24	0.39	0	0.36
hsa-mir-3177	MI0014211	chr16	+	1784986	1785067	intronic	4	sense	5407	hsa-miR-3177-3p	MAPK8IP3	1756221	1820318	+	21.16	0.95	0.39	9.84	0.18
hsa-mir-6874	MI0022721	chr7	-	5751471	5751541	intronic	12	sense	805	hsa-miR-6874-5p	RNF216	5659672	5821361	-	0	0.24	0.79	2.06	0
hsa-mir-7152	MI0023612	chr10	+	73550504	73550557	intronic	44	sense	334	hsa-miR-7152-3p	CDH23	73156691	73575704	+	2.67	0.48	0.79	0.48	0.36
hsa-mir-548o	MI0006402	chr7	-	102046189	102046302	intronic	4	antisense	1059	hsa-miR-548o-3p	PRKRIP1	102036804	102067129	+	1.11	3.09	3.55	2.22	1.78
hsa-mir-4483	MI0016844	chr10	-	115537752	115537813	intronic	12	antisense	734	none	PLEKHS1	115511213	115542192	+	0	0	0	0	0
hsa-mir-3692	MI0016093	chr6	+	157950164	157950232	intronic	1	sense	146866	hsa-miR-3692-5p	ZDHHC14	157802557	158094977	+	0.22	0	0	0	0
hsa-mir-4680	MI0017312	chr10	+	112657848	112657913	exonic	13	sense	0	none	PDCD4	112631553	112659764	+	0	0	0	0	0
hsa-mir-501	MI0003185	chrX	+	49774330	49774413	intronic	3	sense	84406	hsa-miR-501-3p	CLCN5	49687225	49863892	+	19.6	16.42	53.99	13.8	106.56
hsa-mir-7848	MI0025518	chr8	-	134058726	134058826	intronic	5	sense	1249	none	SLA	134048973	134115310	-	0	0	0	0	0
hsa-mir-4486	MI0016847	chr11	+	19596857	19596919	intronic	1	sense	224283	none	NAV2	19372271	20143147	+	0	0	0	0	0
hsa-mir-362	MI0000762	chrX	+	49773572	49773636	intronic	3	sense	83648	hsa-miR-362-5p	CLCN5	49687225	49863892	+	54.36	22.6	20.1	11.9	143.33
hsa-mir-1255a	MI0006389	chr4	-	102251459	102251571	intronic	1	sense	16325	hsa-miR-1255a	PPP3CA	101944587	102268628	-	0	0.48	0.39	0.63	0.36
hsa-mir-425	MI0001448	chr3	-	49057581	49057667	intronic	1	sense	612	hsa-miR-425-5p	DALRD3	49052435	49058467	-	415.92	209.36	117.84	307.61	249.7
hsa-mir-4724	MI0017361	chr17	+	29861901	29861989	exonic	15	sense	0	hsa-miR-4724-5p	RAB11FIP4	29718642	29865232	+	0.22	0	0.39	0.63	1.25
hsa-mir-7161	MI0023619	chr6	+	159030739	159030822	intronic	10	sense	957	hsa-miR-7161-5p	TMEM181	158957468	159056467	+	0	0	802.4	0	0
hsa-mir-33b	MI0003646	chr17	-	17717150	17717245	intronic	17	sense	314	none	SREBF1	17714663	17740325	-	0	0	0	0	0
hsa-mir-1228	MI0006318	chr12	+	57588287	57588359	intronic	49	sense	1	hsa-miR-1228-3p	LRP1	57522282	57607125	+	0.22	0	0	0	0
hsa-mir-4646	MI0017273	chr6	-	31668806	31668868	intronic	3	sense	183	hsa-miR-4646-3p	ABHD16A	2985532	3001955	-	0.22	0	0	0	0
hsa-mir-937	MI0005759	chr8	-	144895127	144895212	exonic	8	sense	0	hsa-miR-937-3p	SCRIB	144873090	144897549	-	0.22	0	0.39	0.63	0
hsa-mir-95	MI0000097	chr4	-	8007028	8007108	intronic	13	sense	2678	hsa-miR-95-5p	ABLIM2	7967037	8160559	-	0	0	0.39	0.16	0
hsa-mir-887	MI0005562	chr5	+	15935291	15935369	intronic	3	sense	6681	hsa-miR-887-3p	FBXL7	15500305	15939900	+	19.6	51.86	18.92	49.81	9.46
hsa-mir-4793	MI0017440	chr3	-	48681627	48681713	exonic	27	sense	0	none	CELSR3	48673896	48700348	-	0	0	0	0	0
hsa-mir-4691	MI0017324	chr11	+	67801364	67801448	intronic	5	sense	614	hsa-miR-4691-3p	NDUFS8	67798084	67804114	+	0	0.24	0	0	0
hsa-mir-4647	MI0017274	chr6	-	44221943	44222022	exonic	4	sense	0	none	SLC35B2	44221838	44225283	-	0	0	0	0	0
hsa-mir-7107	MI0022958	chr12	-	121882076	121882155	intronic	15	sense	98	hsa-miR-7107-5p	KDM2B	121866900	122018920	-	0.22	0	0	0	0
hsa-mir-4516	MI0016882	chr16	+	2183120	2183205	intronic	1	antisense	2271	hsa-miR-4516	PKD1	2138711	2185899	-	2	0	5.91	3.01	0.18
hsa-mir-5706	MI0019314	chr5	+	118490332	118490411	intronic	19	sense	2601	hsa-miR-5706	DMXL1	118407084	118584822	+	0	0	0.39	0.16	0.18
hsa-mir-4297	MI0015824	chr10	-	131641563	131641638	intronic	11	sense	5018	none	EBF3	131633496	131762091	-	0	0	0	0	0
hsa-mir-599	MI0003611	chr8	-	100548864	100548958	intronic	30	antisense	15626	none	VPS13B	100025494	100889814	+	0	0	0	0	0
hsa-mir-4715	MI0017349	chr15	-	26093894	26093972	intronic	1	sense	13823	none	ATP10A	25923860	26108349	-	0	0	0	0	0
hsa-mir-942	MI0005767	chr1	+	117637265	117637350	intronic	18	sense	1742	hsa-miR-942-5p	TTF2	117602949	117645491	+	0.22	0.71	0.39	2.06	0
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	none	RNF5	3493890	3496298	+	0	0	0	0	0
hsa-mir-4529	MI0016896	chr18	+	53146452	53146529	intronic	3	antisense	105982	none	TCF4	52889562	53303188	-	0	0	0	0	0
hsa-mir-153-2	MI0000464	chr7	-	157367028	157367114	intronic	19	sense	2191	hsa-miR-153-3p	PTPRN2	157331750	158380482	-	0.89	1.43	26.8	10.31	1.43
hsa-mir-548ao	MI0017871	chr8	-	41128567	41128662	intronic	2	sense	32318	none	SFRP1	41119476	41166990	-	0	0	0	0	0
hsa-mir-340	MI0000802	chr5	-	179442303	179442397	intronic	2	sense	25056	hsa-miR-340-5p	RNF130	179382474	179499109	-	80.2	142.75	166.31	439.45	101.56
hsa-mir-621	MI0003635	chr13	+	41384902	41384997	exonic	7	sense	0	none	SLC25A15	41363547	41386596	+	0	0	0	0	0
hsa-mir-3183	MI0014225	chr17	-	925716	925799	intronic	15	sense	27491	hsa-miR-3183	ABR	906758	1090616	-	0	0.48	0	0.32	0
hsa-mir-874	MI0005532	chr5	-	136983261	136983338	intronic	8	sense	10482	hsa-miR-874-3p	KLHL3	136953189	137071779	-	2008.32	62.57	55.57	2330.03	93.17
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-3p	ABCF1	2051221	2071356	+	0.45	0	0	0.32	0
hsa-mir-574	MI0003581	chr4	+	38869653	38869748	intronic	1	sense	198	hsa-miR-574-3p	FAM114A1	38869354	38947365	+	177.77	147.98	256.56	181.01	114.41
hsa-mir-652	MI0003667	chrX	+	109298557	109298654	intronic	2	sense	51165	hsa-miR-652-5p	TMEM164	109245863	109421016	+	0	0.95	1.18	0.16	1.25
hsa-mir-208b	MI0005570	chr14	-	23887196	23887272	intronic	30	sense	147	hsa-miR-208b-3p	MYH7	23881947	23904870	-	0	341.4	0	0	0
hsa-mir-6860	MI0022707	chr11	+	66813114	66813179	intronic	6	sense	930	hsa-miR-6860	SYT12	66790190	66818334	+	8.69	0.24	0.39	2.54	0
hsa-mir-5189	MI0018168	chr16	+	88535326	88535439	intronic	1	sense	15240	hsa-miR-5189-5p	ZFPM1	88520014	88601574	+	0.22	0.24	0.39	0.16	0.18
hsa-mir-7155	MI0023615	chr11	-	64109321	64109376	intronic	7	antisense	107	hsa-miR-7155-3p	CCDC88B	64107690	64125006	+	4.23	0	0	0.48	0.54
hsa-mir-4526	MI0016893	chr18	+	13611113	13611199	intronic	4	sense	172730	hsa-miR-4526	LDLRAD4	13218786	13652753	+	0.45	0	0	0	0
hsa-mir-4434	MI0016774	chr2	+	64752647	64752699	intronic	1	sense	901	hsa-miR-4434	AFTPH	64751439	64820138	+	0	0	0.39	0	0
hsa-mir-4753	MI0017392	chr1	-	235353349	235353431	intronic	19	sense	3897	hsa-miR-4753-5p	ARID4B	235330210	235491532	-	0.45	0	0.39	0.79	0.36
hsa-mir-4651	MI0017279	chr7	+	75544515	75544587	intronic	1	sense	18	hsa-miR-4651	POR	75544420	75616173	+	0	0	0.39	0	0
hsa-mir-4696	MI0017329	chr11	-	74431313	74431382	intronic	1	sense	10470	none	CHRDL2	74407474	74442186	-	0	0	0	0	0
hsa-mir-4694	MI0017327	chr11	-	19781550	19781629	intronic	1	antisense	408976	none	NAV2	19372271	20143147	+	0	0	0	0	0
hsa-mir-504	MI0003189	chrX	-	137749872	137749954	intronic	5	sense	35192	hsa-miR-504-5p	FGF13	137713734	138287185	-	10.47	4.04	5.12	100.11	9.1
hsa-mir-875	MI0005541	chr8	-	100549014	100549089	intronic	30	antisense	15776	none	VPS13B	100025494	100889814	+	0	0	0	0	0
hsa-mir-4750	MI0017389	chr19	+	50391432	50391487	intronic	14	sense	341	hsa-miR-4750-3p	TBC1D17	50380682	50392007	+	0	0	0	0.16	0
hsa-mir-4451	MI0016797	chr4	+	86643621	86643686	intronic	3	sense	496	hsa-miR-4451	ARHGAP24	86396284	86923823	+	0.45	0	0	0.16	0
hsa-mir-1233-1	MI0006323	chr15	-	34674270	34674351	intronic	13	sense	1	none	GOLGA8A	34671270	34729667	-	0	0	0	0	0
hsa-mir-658	MI0003682	chr22	-	38240279	38240378	exonic	8	sense	0	none	ANKRD54	38226862	38240353	-	0	0	0	0	0
hsa-mir-3612	MI0016002	chr12	+	128778637	128778723	intronic	1	sense	26605	hsa-miR-3612	TMEM132C	128751948	129192460	+	0	0	0.39	0.32	0
hsa-mir-1250	MI0006385	chr17	-	79106996	79107108	intronic	2	sense	1060	hsa-miR-1250-5p	AATK	79091096	79139872	-	6.01	0.95	0	8.88	0.18
hsa-mir-4492	MI0016854	chr11	+	118781417	118781496	exonic	1	antisense	0	hsa-miR-4492	BCL9L	118766851	118781613	-	4.01	1.43	4.34	17.29	0.18
hsa-mir-6884	MI0022731	chr17	-	38182585	38182662	intronic	17	sense	238	hsa-miR-6884-5p	MED24	38175350	38210889	-	0	0	0	0.16	0
hsa-mir-4265	MI0015869	chr2	-	109757946	109758044	intronic	1	antisense	11377	none	SH3RF3	109745997	110262207	+	0	0	0	0	0
hsa-mir-6833	MI0022678	chr6	+	32147593	32147653	intronic	3	sense	53	hsa-miR-6833-3p	RNF5	3493890	3496298	+	0.22	0	0	0.16	0.18
hsa-mir-32	MI0000090	chr9	-	111808509	111808578	intronic	14	sense	3985	none	TMEM245	111777415	111882225	-	0	0	0	0	0
hsa-mir-6767	MI0022612	chr16	+	2495393	2495458	intronic	9	sense	1592	none	CCNF	2479395	2508859	+	0	0	0	0	0
hsa-mir-623	MI0003637	chr13	+	100008385	100008482	intronic	5	sense	15566	none	UBAC2	99852679	100038753	+	0	0	0	0	0
hsa-mir-4310	MI0015840	chr15	-	42158693	42158749	intronic	36	sense	408	none	SPTBN5	42140344	42186275	-	0	0	0	0	0
hsa-mir-3690-1	MI0016091	chrX	+	1412811	1412885	intronic	7	sense	3409	hsa-miR-3690	CSF2RA	1387693	1428828	+	0.89	1.67	0.39	0.63	1.25
hsa-mir-765	MI0005116	chr1	-	156905923	156906036	intronic	39	sense	572	hsa-miR-765	ARHGEF11	156904632	157015162	-	2.45	0	0.39	0.79	0.36
hsa-mir-598	MI0003610	chr8	-	10892716	10892812	intronic	1	sense	165273	hsa-miR-598-3p	XKR6	10753657	11058875	-	20574.2	1097.24	68.18	9244.29	1375.79
hsa-mir-3973	MI0016991	chr11	+	36031648	36031754	intronic	1	sense	65954	none	LDLRAD3	35965612	36252841	+	0	0	0	0	0
hsa-mir-3134	MI0014155	chr3	-	15738805	15738878	intronic	12	sense	10553	hsa-miR-3134	ANKRD28	15708744	15901053	-	0	0	0.39	0.16	0
hsa-mir-6810	MI0022655	chr2	+	219206634	219206703	intronic	5	sense	285	hsa-miR-6810-3p	PNKD	219135115	219211516	+	0.22	0	0.79	0.32	0.18
hsa-mir-5683	MI0019284	chr6	+	6169567	6169642	intronic	12	antisense	5171	hsa-miR-5683	F13A1	6144311	6320924	-	13.59	4.04	1.97	19.35	6.96
hsa-mir-6824	MI0022669	chr3	-	48671069	48671131	intronic	1	sense	1673	none	SLC26A6	48663156	48672926	-	0	0	0	0	0
hsa-mir-1911	MI0008332	chrX	+	113997744	113997823	intronic	4	sense	31728	hsa-miR-1911-5p	HTR2C	113818551	114144624	+	36.76	0	0	3.65	0.18
hsa-mir-6810	MI0022655	chr2	+	219206634	219206703	intronic	5	sense	285	hsa-miR-6810-5p	PNKD	219135115	219211516	+	0.89	0.48	0	0.95	0.71
hsa-mir-561	MI0003567	chr2	+	189162219	189162315	intronic	1	sense	5326	hsa-miR-561-3p	GULP1	189156396	189460652	+	0	0	0	0	0.18
hsa-mir-548d-1	MI0003668	chr8	-	124360274	124360370	intronic	15	sense	53	none	ATAD2	124332091	124408705	-	0	0	0	0	0
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-3p	ABCF1	1871448	1891586	+	0.45	0	0	0.32	0
hsa-mir-3167	MI0014198	chr11	-	126858354	126858438	intronic	1	sense	11913	hsa-miR-3167	KIRREL3	126293396	126870766	-	0	0	0	0.48	0
hsa-mir-4769	MI0017410	chrX	+	47446828	47446904	intronic	5	antisense	17473	hsa-miR-4769-3p	SYN1	47431300	47479256	-	0	0	0	0.16	0
hsa-mir-3691	MI0016092	chr6	-	5148467	5148556	intronic	2	sense	68295	hsa-miR-3691-5p	LYRM4	5108653	5261172	-	2.45	1.9	0.79	1.59	1.07
hsa-mir-3161	MI0014191	chr11	+	48118334	48118410	intronic	1	sense	115774	hsa-miR-3161	PTPRJ	48002110	48192394	+	0	0	0	0	0.18
hsa-mir-615	MI0003628	chr12	+	54427734	54427829	intronic	1	sense	374	hsa-miR-615-3p	HOXC5	54410642	54429144	+	0.67	0	1.97	0	4.28
hsa-mir-4743	MI0017381	chr18	+	46196971	46197039	intronic	5	sense	6049	hsa-miR-4743-5p	CTIF	46065427	46389586	+	3.12	0.24	0.79	6.35	0.36
hsa-mir-93	MI0000095	chr7	-	99691391	99691470	intronic	13	sense	326	hsa-miR-93-3p	MCM7	99690404	99699427	-	1.34	1.9	0.39	1.59	3.75
hsa-mir-877	MI0005561	chr6	+	30552109	30552194	intronic	13	sense	1	hsa-miR-877-5p	ABCF1	1871448	1891586	+	36.09	4.76	8.28	43.31	3.93
hsa-mir-5191	MI0018170	chr1	+	201688636	201688755	intronic	3	sense	753	hsa-miR-5191	NAV1	201617450	201796102	+	0.45	0	0	1.11	0
hsa-mir-3666	MI0016067	chr7	+	114293400	114293510	intronic	9	sense	1055	none	FOXP2	113726365	114333827	+	0	0	0	0	0
hsa-mir-548h-3	MI0006413	chr17	-	13446846	13446963	intronic	1	sense	56885	hsa-miR-548h-5p	HS3ST3A1	13399006	13505244	-	0	0	0	0	0.36
hsa-mir-3155b	MI0016839	chr10	-	6194170	6194225	intronic	1	antisense	7194	none	PFKFB3	6186843	6277507	+	0	0	0	0	0
hsa-mir-454	MI0003820	chr17	-	57215119	57215233	intronic	1	sense	17259	hsa-miR-454-3p	SKA2	57187308	57232800	-	5.12	31.88	13.01	6.35	33.56
